Metadata
Stock Ticker,GOOG
Request Timestamp,2025-04-05 00:32:01
Prediction Model Used,linear
Start Time,2025-01-01
End Time,2025-03-26
Period,1mo
Interval,1d

Date,Open,High,Low,Close,Volume
2025-01-02 00:00:00-05:00,191.26709343340778,192.9801381301293,188.49525744007033,190.41307067871094,17545200
2025-01-03 00:00:00-05:00,192.5056946331138,194.27866867483587,191.13225931471843,192.9102325439453,12875000
2025-01-06 00:00:00-05:00,194.92792600382484,199.33291137103032,194.83803207586362,197.7347412109375,19483300
2025-01-07 00:00:00-05:00,198.04438263544472,201.909973886113,195.7170322333306,196.4861602783203,16966800
2025-01-08 00:00:00-05:00,193.72928457657076,197.41508784704052,193.52951522204586,195.1676483154297,14335300
2025-01-10 00:00:00-05:00,195.19761966253236,197.39511312065048,191.38197456331892,192.95018005371094,20753800
2025-01-13 00:00:00-05:00,191.13224951636064,192.27095158503425,188.4453083016719,192.0711669921875,13169100
2025-01-14 00:00:00-05:00,192.28094273517524,193.050070773715,189.42419669059564,190.8325958251953,13651200
2025-01-15 00:00:00-05:00,194.12884726518368,197.57491832048342,193.11000369739423,196.75584411621094,12894900
2025-01-16 00:00:00-05:00,195.60214951346643,196.75583391247915,194.0788910490422,194.1887664794922,13449600
2025-01-17 00:00:00-05:00,197.82462632303964,198.58375597214695,195.0877388983694,197.3251953125,22109100
2025-01-21 00:00:00-05:00,200.28182025394423,203.6080326445683,199.21304580682195,199.40283203125,19005200
2025-01-22 00:00:00-05:00,200.32178068082086,201.88998612293432,198.9733108604717,199.8023681640625,15477400
2025-01-23 00:00:00-05:00,199.75242873857272,201.71020506522237,196.59603624015026,199.35289001464844,15170800
2025-01-24 00:00:00-05:00,199.6225872950207,202.33949329722083,199.5566528889042,201.6702423095703,12732400
2025-01-27 00:00:00-05:00,193.96901973467803,198.44391735433535,192.48070982544095,193.54949951171875,24970200
2025-01-28 00:00:00-05:00,194.42848935993928,197.00555524376668,192.39081751116362,196.8457489013672,15939200
2025-01-29 00:00:00-05:00,197.14539841120728,198.2341696318412,194.96788645279017,196.9556121826172,12287800
2025-01-30 00:00:00-05:00,199.53266972822976,203.00672387191645,199.24500307805343,202.3994140625,14571500
2025-01-31 00:00:00-05:00,203.48317837651163,206.8443546537246,203.34833748699367,205.3660430908203,17087300
2025-02-03 00:00:00-05:00,201.98487391595285,204.9864590771122,201.43051282665638,202.40939331054688,16719500
2025-02-04 00:00:00-05:00,204.2672790849399,208.46249643839946,204.02754671792735,207.4736328125,28285400
2025-02-05 00:00:00-05:00,192.88026299205453,194.32860987902825,189.69389069585742,193.0800323486328,43666400
2025-02-06 00:00:00-05:00,190.77265967243562,193.60942410647172,190.2732286703268,193.0900115966797,20816600
2025-02-07 00:00:00-05:00,192.52066571940506,192.79534667048466,184.88936071436743,186.92703247070312,29565700
2025-02-10 00:00:00-05:00,188.84484651111416,189.77379609286592,187.39649966530655,187.98582458496094,16606000
2025-02-11 00:00:00-05:00,186.62239876540912,188.58515904568145,185.86825303657443,186.8571319580078,13028100
2025-02-12 00:00:00-05:00,185.0192095241481,186.61739486850084,183.42103942122037,185.21897888183594,17632300
2025-02-13 00:00:00-05:00,185.7184056239068,187.77607416088287,184.66961270981918,187.66619873046875,12729300
2025-02-14 00:00:00-05:00,186.6174008565631,187.93589085274974,185.89821895267022,186.6573486328125,12714200
2025-02-18 00:00:00-05:00,187.226695076443,187.56630449733623,183.3710871600107,185.58856201171875,19796000
2025-02-19 00:00:00-05:00,185.9731213052312,187.1467872178663,185.2889032654933,186.91705322265625,13120500
2025-02-20 00:00:00-05:00,186.28777222741775,186.90706182083724,184.38994042998203,186.4276123046875,12063800
